caseId,empty
1731517204765116,
1731517202868011,
1731517209005310,
1731517204680372,
1731517213000703,
1731517209997425,
1731517207141398,
1731517205717728,
1731517213144261,
1731517207105948,
1731517206181429,
1731517205078352,
1731517209904165,
1731517213312751,
1731517213345629,
1731517205397190,
1731517209545828,
1731517213493536,
1731517216286309,
////////////////////////////////////////////////////////
et.citizen28@testmail.com,Adventure2023,1731515425737559
et.citizen5@testmail.com,Adventure2023,1731515432796119
et.citizen20@testmail.com,Adventure2023,1731515426173770
et.citizen16@testmail.com,Adventure2023,1731516245119507
et.citizen14@testmail.com,Adventure2023,1731516243470589
et.citizen21@testmail.com,Adventure2023,1731516239024317
et.citizen11@testmail.com,Adventure2023,1731516240832500
et.citizen18@testmail.com,Adventure2023,1731516244998331
et.citizen27@testmail.com,Adventure2023,1731516248346792
et.citizen22@testmail.com,Adventure2023,1731516251177001
et.citizen26@testmail.com,Adventure2023,1731516251599022
et.citizen12@testmail.com,Adventure2023,1731516241314003
et.citizen8@testmail.com,Adventure2023,1731516241415958
et.citizen10@testmail.com,Adventure2023,1731516244048285
et.citizen13@testmail.com,Adventure2023,1731516240406362
et.citizen23@testmail.com,Adventure2023,1731516247330664
et.citizen20@testmail.com,Adventure2023,1731516251112230
et.citizen15@testmail.com,Adventure2023,1731516244999446
et.citizen5@testmail.com,Adventure2023,1731516255259128
et.citizen25@testmail.com,Adventure2023,1731516251116488
et.citizen21@testmail.com,Adventure2023,1731517204765116
et.citizen11@testmail.com,Adventure2023,1731517202868011
et.citizen16@testmail.com,Adventure2023,1731517209005310
et.citizen13@testmail.com,Adventure2023,1731517204680372
et.citizen20@testmail.com,Adventure2023,1731517213000703
et.citizen18@testmail.com,Adventure2023,1731517209997425
et.citizen8@testmail.com,Adventure2023,1731517207141398
et.citizen12@testmail.com,Adventure2023,1731517205717728
et.citizen19@testmail.com,Adventure2023,1731517213144261



1728466770909200, Vet,Accept,Letter Gen

1728314026851455, DONE
1728315705145762, DONE
1728317880629693, DONE
1728316856111967, DONE
1728466770960336, DONE
1728466771528991, DONE
